dataset,track_id,file_or_stem,annotation_path,audio_path,gt_bpm,pred_tempo_bpm,error_pct,mae_bpm,acc1,acc2,status,note
giantsteps,4955051,4955051.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4955051.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4955051.LOFI.mp3,139.0,139.5349,0.3848,0.5349,True,True,ok,
giantsteps,4743012,4743012.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4743012.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4743012.LOFI.mp3,125.0,125.0,0.0,0.0,True,True,ok,
giantsteps,3519546,3519546.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3519546.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3519546.LOFI.mp3,167.0,166.6667,0.1996,0.3333,True,True,ok,
giantsteps,3801596,3801596.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3801596.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3801596.LOFI.mp3,179.0,93.75,47.6257,85.25,False,False,ok,
giantsteps,3419452,3419452.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3419452.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3419452.LOFI.mp3,139.0,139.5349,0.3848,0.5349,True,True,ok,
giantsteps,1569136,1569136.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1569136.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1569136.LOFI.mp3,170.0,171.4286,0.8403,1.4286,True,True,ok,
giantsteps,4018082,4018082.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4018082.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4018082.LOFI.mp3,123.0,122.449,0.448,0.551,True,True,ok,
giantsteps,4671406,4671406.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4671406.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4671406.LOFI.mp3,127.0,125.0,1.5748,2.0,True,True,ok,
giantsteps,4047428,4047428.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4047428.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4047428.LOFI.mp3,127.0,125.0,1.5748,2.0,True,True,ok,
giantsteps,3789981,3789981.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3789981.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3789981.LOFI.mp3,86.0,89.5522,4.1305,3.5522,False,False,ok,
giantsteps,5137154,5137154.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\5137154.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\5137154.LOFI.mp3,134.0,139.5349,4.1305,5.5349,False,False,ok,
giantsteps,4566667,4566667.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4566667.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4566667.LOFI.mp3,129.0,130.4348,1.1122,1.4348,True,True,ok,
giantsteps,1817444,1817444.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1817444.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1817444.LOFI.mp3,172.0,171.4286,0.3322,0.5714,True,True,ok,
giantsteps,3213176,3213176.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3213176.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3213176.LOFI.mp3,174.0,176.4706,1.4199,2.4706,True,True,ok,
giantsteps,4609944,4609944.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4609944.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4609944.LOFI.mp3,144.0,72.2892,49.7992,71.7108,False,True,ok,
giantsteps,3013772,3013772.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3013772.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3013772.LOFI.mp3,83.0,82.1918,0.9738,0.8082,True,True,ok,
giantsteps,1623443,1623443.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1623443.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1623443.LOFI.mp3,142.0,139.5349,1.736,2.4651,True,True,ok,
giantsteps,2741734,2741734.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\2741734.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\2741734.LOFI.mp3,179.0,181.8182,1.5744,2.8182,True,True,ok,
giantsteps,3297802,3297802.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3297802.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3297802.LOFI.mp3,127.0,125.0,1.5748,2.0,True,True,ok,
giantsteps,3678548,3678548.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3678548.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3678548.LOFI.mp3,125.0,125.0,0.0,0.0,True,True,ok,
giantsteps,4214761,4214761.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4214761.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4214761.LOFI.mp3,123.0,122.449,0.448,0.551,True,True,ok,
giantsteps,4512512,4512512.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4512512.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4512512.LOFI.mp3,127.0,127.6596,0.5193,0.6596,True,True,ok,
giantsteps,4653852,4653852.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4653852.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4653852.LOFI.mp3,139.0,139.5349,0.3848,0.5349,True,True,ok,
giantsteps,4937390,4937390.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4937390.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4937390.LOFI.mp3,139.0,139.5349,0.3848,0.5349,True,True,ok,
giantsteps,3230477,3230477.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3230477.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3230477.LOFI.mp3,101.0,100.0,0.9901,1.0,True,True,ok,
giantsteps,4152109,4152109.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4152109.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4152109.LOFI.mp3,127.0,127.6596,0.5193,0.6596,True,True,ok,
giantsteps,1874244,1874244.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1874244.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1874244.LOFI.mp3,71.0,139.5349,96.528,68.5349,False,True,ok,
giantsteps,4038987,4038987.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4038987.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4038987.LOFI.mp3,140.0,139.5349,0.3322,0.4651,True,True,ok,
giantsteps,5162042,5162042.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\5162042.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\5162042.LOFI.mp3,170.0,171.4286,0.8403,1.4286,True,True,ok,
giantsteps,3630279,3630279.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3630279.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3630279.LOFI.mp3,174.0,162.1622,6.8034,11.8378,False,False,ok,
giantsteps,4301518,4301518.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4301518.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4301518.LOFI.mp3,174.0,176.4706,1.4199,2.4706,True,True,ok,
giantsteps,4313859,4313859.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4313859.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4313859.LOFI.mp3,87.0,86.9565,0.05,0.0435,True,True,ok,
giantsteps,536656,536656.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\536656.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\536656.LOFI.mp3,139.0,136.3636,1.8967,2.6364,True,True,ok,
giantsteps,5268098,5268098.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\5268098.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\5268098.LOFI.mp3,127.0,125.0,1.5748,2.0,True,True,ok,
giantsteps,4624663,4624663.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4624663.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4624663.LOFI.mp3,167.0,166.6667,0.1996,0.3333,True,True,ok,
giantsteps,3485917,3485917.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3485917.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3485917.LOFI.mp3,139.0,139.5349,0.3848,0.5349,True,True,ok,
giantsteps,4017608,4017608.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4017608.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4017608.LOFI.mp3,101.0,101.6949,0.688,0.6949,True,True,ok,
giantsteps,3368054,3368054.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3368054.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3368054.LOFI.mp3,117.0,117.6471,0.553,0.6471,True,True,ok,
giantsteps,1514866,1514866.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1514866.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1514866.LOFI.mp3,139.0,139.5349,0.3848,0.5349,True,True,ok,
giantsteps,5237462,5237462.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\5237462.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\5237462.LOFI.mp3,121.0,120.0,0.8264,1.0,True,True,ok,
giantsteps,4810810,4810810.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4810810.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4810810.LOFI.mp3,136.0,136.3636,0.2674,0.3636,True,True,ok,
giantsteps,278893,278893.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\278893.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\278893.LOFI.mp3,147.0,146.3415,0.448,0.6585,True,True,ok,
giantsteps,3313129,3313129.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3313129.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3313129.LOFI.mp3,85.0,166.6667,96.0784,81.6667,False,True,ok,
giantsteps,3724279,3724279.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3724279.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3724279.LOFI.mp3,139.0,139.5349,0.3848,0.5349,True,True,ok,
giantsteps,3124242,3124242.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3124242.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3124242.LOFI.mp3,129.0,130.4348,1.1122,1.4348,True,True,ok,
giantsteps,4409752,4409752.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4409752.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4409752.LOFI.mp3,174.0,176.4706,1.4199,2.4706,True,True,ok,
giantsteps,4567979,4567979.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4567979.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4567979.LOFI.mp3,147.0,150.0,2.0408,3.0,True,True,ok,
giantsteps,4593850,4593850.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4593850.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4593850.LOFI.mp3,127.0,127.6596,0.5193,0.6596,True,True,ok,
giantsteps,4151958,4151958.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4151958.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4151958.LOFI.mp3,139.0,139.5349,0.3848,0.5349,True,True,ok,
giantsteps,3828895,3828895.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3828895.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3828895.LOFI.mp3,147.0,146.3415,0.448,0.6585,True,True,ok,
giantsteps,3281282,3281282.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3281282.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3281282.LOFI.mp3,160.0,162.1622,1.3514,2.1622,True,True,ok,
giantsteps,3443201,3443201.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3443201.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3443201.LOFI.mp3,136.0,136.3636,0.2674,0.3636,True,True,ok,
giantsteps,4300617,4300617.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4300617.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4300617.LOFI.mp3,129.0,127.6596,1.0391,1.3404,True,True,ok,
giantsteps,1982431,1982431.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1982431.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1982431.LOFI.mp3,127.0,125.0,1.5748,2.0,True,True,ok,
giantsteps,2676506,2676506.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\2676506.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\2676506.LOFI.mp3,127.0,125.0,1.5748,2.0,True,True,ok,
giantsteps,4611640,4611640.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4611640.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4611640.LOFI.mp3,125.0,125.0,0.0,0.0,True,True,ok,
giantsteps,1234745,1234745.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1234745.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1234745.LOFI.mp3,142.0,139.5349,1.736,2.4651,True,True,ok,
giantsteps,4407745,4407745.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4407745.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4407745.LOFI.mp3,127.0,125.0,1.5748,2.0,True,True,ok,
giantsteps,3766995,3766995.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3766995.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3766995.LOFI.mp3,95.0,95.2381,0.2506,0.2381,True,True,ok,
giantsteps,3041383,3041383.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3041383.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3041383.LOFI.mp3,,,,,,,skip_bad_gt,GT BPM 없음
giantsteps,5214943,5214943.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\5214943.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\5214943.LOFI.mp3,74.0,74.0741,0.1001,0.0741,True,True,ok,
giantsteps,5335389,5335389.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\5335389.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\5335389.LOFI.mp3,71.0,206.8966,191.4036,135.8966,False,False,ok,
giantsteps,2673896,2673896.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\2673896.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\2673896.LOFI.mp3,129.0,127.6596,1.0391,1.3404,True,True,ok,
giantsteps,3743957,3743957.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3743957.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3743957.LOFI.mp3,85.0,166.6667,96.0784,81.6667,False,True,ok,
giantsteps,3649527,3649527.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3649527.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3649527.LOFI.mp3,90.0,181.8182,102.0202,91.8182,False,True,ok,
giantsteps,4304445,4304445.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4304445.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4304445.LOFI.mp3,179.0,181.8182,1.5744,2.8182,True,True,ok,
giantsteps,1234668,1234668.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1234668.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1234668.LOFI.mp3,174.0,86.9565,50.025,87.0435,False,True,ok,
giantsteps,5078640,5078640.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\5078640.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\5078640.LOFI.mp3,172.0,171.4286,0.3322,0.5714,True,True,ok,
giantsteps,5081990,5081990.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\5081990.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\5081990.LOFI.mp3,85.0,171.4286,101.6807,86.4286,False,True,ok,
giantsteps,94350,94350.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\94350.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\94350.LOFI.mp3,150.0,150.0,0.0,0.0,True,True,ok,
giantsteps,710469,710469.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\710469.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\710469.LOFI.mp3,156.0,153.8462,1.3807,2.1538,True,True,ok,
giantsteps,4723905,4723905.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4723905.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4723905.LOFI.mp3,142.0,139.5349,1.736,2.4651,True,True,ok,
giantsteps,4714481,4714481.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4714481.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4714481.LOFI.mp3,112.0,111.1111,0.7937,0.8889,True,True,ok,
giantsteps,4106593,4106593.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4106593.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4106593.LOFI.mp3,139.0,139.5349,0.3848,0.5349,True,True,ok,
giantsteps,4020698,4020698.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4020698.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4020698.LOFI.mp3,141.0,139.5349,1.0391,1.4651,True,True,ok,
giantsteps,122772,122772.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\122772.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\122772.LOFI.mp3,139.0,139.5349,0.3848,0.5349,True,True,ok,
giantsteps,4372309,4372309.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4372309.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4372309.LOFI.mp3,125.0,125.0,0.0,0.0,True,True,ok,
giantsteps,3754674,3754674.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3754674.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3754674.LOFI.mp3,71.0,139.5349,96.528,68.5349,False,True,ok,
giantsteps,4014749,4014749.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4014749.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4014749.LOFI.mp3,121.0,120.0,0.8264,1.0,True,True,ok,
giantsteps,4193623,4193623.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4193623.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4193623.LOFI.mp3,129.0,130.4348,1.1122,1.4348,True,True,ok,
giantsteps,4386702,4386702.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4386702.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4386702.LOFI.mp3,127.0,125.0,1.5748,2.0,True,True,ok,
giantsteps,4474027,4474027.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4474027.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4474027.LOFI.mp3,174.0,86.9565,50.025,87.0435,False,True,ok,
giantsteps,4631727,4631727.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4631727.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4631727.LOFI.mp3,147.0,146.3415,0.448,0.6585,True,True,ok,
giantsteps,1765409,1765409.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1765409.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1765409.LOFI.mp3,144.0,142.8571,0.7937,1.1429,True,True,ok,
giantsteps,3605780,3605780.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3605780.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3605780.LOFI.mp3,139.0,139.5349,0.3848,0.5349,True,True,ok,
giantsteps,4419049,4419049.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4419049.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4419049.LOFI.mp3,139.0,139.5349,0.3848,0.5349,True,True,ok,
giantsteps,4480118,4480118.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4480118.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4480118.LOFI.mp3,127.0,63.1579,50.2694,63.8421,False,True,ok,
giantsteps,4279669,4279669.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4279669.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4279669.LOFI.mp3,82.0,82.1918,0.2339,0.1918,True,True,ok,
giantsteps,4899365,4899365.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4899365.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4899365.LOFI.mp3,174.0,171.4286,1.4778,2.5714,True,True,ok,
giantsteps,3091814,3091814.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3091814.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3091814.LOFI.mp3,125.0,125.0,0.0,0.0,True,True,ok,
giantsteps,4547732,4547732.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4547732.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4547732.LOFI.mp3,174.0,171.4286,1.4778,2.5714,True,True,ok,
giantsteps,4233696,4233696.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4233696.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4233696.LOFI.mp3,121.0,120.0,0.8264,1.0,True,True,ok,
giantsteps,4163586,4163586.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4163586.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4163586.LOFI.mp3,139.0,139.5349,0.3848,0.5349,True,True,ok,
giantsteps,1918704,1918704.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1918704.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1918704.LOFI.mp3,139.0,139.5349,0.3848,0.5349,True,True,ok,
giantsteps,3621649,3621649.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3621649.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3621649.LOFI.mp3,178.0,176.4706,0.8592,1.5294,True,True,ok,
giantsteps,3202338,3202338.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3202338.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3202338.LOFI.mp3,80.0,80.0,0.0,0.0,True,True,ok,
giantsteps,3883902,3883902.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3883902.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3883902.LOFI.mp3,127.0,125.0,1.5748,2.0,True,True,ok,
giantsteps,4411925,4411925.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4411925.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4411925.LOFI.mp3,174.0,176.4706,1.4199,2.4706,True,True,ok,
giantsteps,4017892,4017892.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4017892.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4017892.LOFI.mp3,125.0,125.0,0.0,0.0,True,True,ok,
giantsteps,3914630,3914630.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3914630.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3914630.LOFI.mp3,86.0,85.7143,0.3322,0.2857,True,True,ok,
