dataset,track_id,file_or_stem,annotation_path,audio_path,gt_bpm,pred_tempo_bpm,error_pct,mae_bpm,acc1,acc2,status,note
giantsteps,4611640,4611640.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4611640.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4611640.LOFI.mp3,125.0,83.3543,33.3165,41.6457,False,False,ok,
giantsteps,1234745,1234745.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1234745.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1234745.LOFI.mp3,142.0,139.6748,1.6374,2.3252,True,True,ok,
giantsteps,4407745,4407745.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4407745.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4407745.LOFI.mp3,127.0,126.048,0.7496,0.952,True,True,ok,
giantsteps,3766995,3766995.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3766995.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3766995.LOFI.mp3,95.0,126.048,32.6821,31.048,False,False,ok,
giantsteps,3041383,3041383.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3041383.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3041383.LOFI.mp3,,,,,,,skip_bad_gt,GT BPM 없음
giantsteps,5214943,5214943.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\5214943.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\5214943.LOFI.mp3,74.0,147.6562,99.5355,73.6562,False,True,ok,
giantsteps,5335389,5335389.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\5335389.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\5335389.LOFI.mp3,71.0,105.4688,48.5475,34.4688,False,False,ok,
giantsteps,2673896,2673896.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\2673896.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\2673896.LOFI.mp3,129.0,103.3594,19.8765,25.6406,False,False,ok,
giantsteps,3743957,3743957.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3743957.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3743957.LOFI.mp3,85.0,84.7208,0.3285,0.2792,True,True,ok,
giantsteps,3649527,3649527.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3649527.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3649527.LOFI.mp3,90.0,90.6661,0.7401,0.6661,True,True,ok,
giantsteps,4304445,4304445.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4304445.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4304445.LOFI.mp3,179.0,120.1853,32.8574,58.8147,False,False,ok,
giantsteps,1234668,1234668.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1234668.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1234668.LOFI.mp3,174.0,87.5927,49.6594,86.4073,False,True,ok,
giantsteps,5078640,5078640.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\5078640.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\5078640.LOFI.mp3,172.0,84.7208,50.7437,87.2792,False,True,ok,
giantsteps,5081990,5081990.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\5081990.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\5081990.LOFI.mp3,85.0,112.3471,32.1731,27.3471,False,False,ok,
giantsteps,94350,94350.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\94350.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\94350.LOFI.mp3,150.0,151.9991,1.3327,1.9991,True,True,ok,
giantsteps,710469,710469.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\710469.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\710469.LOFI.mp3,156.0,156.6051,0.3879,0.6051,True,True,ok,
giantsteps,4723905,4723905.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4723905.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4723905.LOFI.mp3,142.0,139.6748,1.6374,2.3252,True,True,ok,
giantsteps,4714481,4714481.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4714481.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4714481.LOFI.mp3,112.0,147.6562,31.8359,35.6562,False,False,ok,
giantsteps,4106593,4106593.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4106593.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4106593.LOFI.mp3,139.0,139.6748,0.4855,0.6748,True,True,ok,
giantsteps,4020698,4020698.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4020698.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4020698.LOFI.mp3,141.0,139.6748,0.9398,1.3252,True,True,ok,
giantsteps,122772,122772.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\122772.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\122772.LOFI.mp3,139.0,139.6748,0.4855,0.6748,True,True,ok,
giantsteps,4372309,4372309.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4372309.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4372309.LOFI.mp3,125.0,123.0469,1.5625,1.9531,True,True,ok,
giantsteps,3754674,3754674.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3754674.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3754674.LOFI.mp3,71.0,139.6748,96.7251,68.6748,False,True,ok,
giantsteps,4014749,4014749.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4014749.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4014749.LOFI.mp3,121.0,120.1853,0.6733,0.8147,True,True,ok,
giantsteps,4193623,4193623.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4193623.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4193623.LOFI.mp3,129.0,129.1992,0.1544,0.1992,True,True,ok,
giantsteps,4386702,4386702.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4386702.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4386702.LOFI.mp3,127.0,126.048,0.7496,0.952,True,True,ok,
giantsteps,4474027,4474027.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4474027.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4474027.LOFI.mp3,174.0,87.5927,49.6594,86.4073,False,True,ok,
giantsteps,4631727,4631727.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4631727.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4631727.LOFI.mp3,147.0,147.6562,0.4464,0.6562,True,True,ok,
giantsteps,1765409,1765409.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1765409.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1765409.LOFI.mp3,144.0,143.5547,0.3092,0.4453,True,True,ok,
giantsteps,3605780,3605780.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3605780.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3605780.LOFI.mp3,139.0,139.6748,0.4855,0.6748,True,True,ok,
giantsteps,4419049,4419049.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4419049.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4419049.LOFI.mp3,139.0,139.6748,0.4855,0.6748,True,True,ok,
giantsteps,4480118,4480118.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4480118.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4480118.LOFI.mp3,127.0,123.0469,3.1127,3.9531,True,True,ok,
giantsteps,4279669,4279669.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4279669.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4279669.LOFI.mp3,82.0,166.7087,103.3033,84.7087,False,True,ok,
giantsteps,4899365,4899365.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4899365.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4899365.LOFI.mp3,174.0,114.8438,33.9978,59.1562,False,False,ok,
giantsteps,3091814,3091814.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3091814.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3091814.LOFI.mp3,125.0,126.048,0.8384,1.048,True,True,ok,
giantsteps,4547732,4547732.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4547732.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4547732.LOFI.mp3,174.0,114.8438,33.9978,59.1562,False,False,ok,
giantsteps,4233696,4233696.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4233696.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4233696.LOFI.mp3,121.0,120.1853,0.6733,0.8147,True,True,ok,
giantsteps,4163586,4163586.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4163586.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4163586.LOFI.mp3,139.0,112.3471,19.1747,26.6529,False,False,ok,
giantsteps,1918704,1918704.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1918704.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1918704.LOFI.mp3,139.0,139.6748,0.4855,0.6748,True,True,ok,
giantsteps,3621649,3621649.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3621649.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3621649.LOFI.mp3,178.0,117.4538,34.0147,60.5462,False,False,ok,
giantsteps,3202338,3202338.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3202338.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3202338.LOFI.mp3,80.0,161.499,101.8738,81.499,False,True,ok,
giantsteps,3883902,3883902.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3883902.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3883902.LOFI.mp3,127.0,126.048,0.7496,0.952,True,True,ok,
giantsteps,4411925,4411925.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4411925.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4411925.LOFI.mp3,174.0,117.4538,32.4978,56.5462,False,False,ok,
giantsteps,4017892,4017892.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4017892.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4017892.LOFI.mp3,125.0,123.0469,1.5625,1.9531,True,True,ok,
giantsteps,3914630,3914630.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3914630.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3914630.LOFI.mp3,86.0,172.2656,100.3089,86.2656,False,True,ok,
