dataset,track_id,file_or_stem,annotation_path,audio_path,gt_bpm,pred_tempo_bpm,error_pct,mae_bpm,acc1,acc2,status,note
giantsteps,3419452,3419452.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3419452.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3419452.LOFI.mp3,139.0,94.0,32.3741,45.0,False,False,ok,
giantsteps,1569136,1569136.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1569136.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1569136.LOFI.mp3,170.0,88.0,48.2353,82.0,False,True,ok,
giantsteps,4018082,4018082.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4018082.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4018082.LOFI.mp3,123.0,107.0,13.0081,16.0,False,False,ok,
giantsteps,4671406,4671406.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4671406.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4671406.LOFI.mp3,127.0,91.0,28.3465,36.0,False,False,ok,
giantsteps,4047428,4047428.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4047428.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4047428.LOFI.mp3,127.0,97.0,23.622,30.0,False,False,ok,
giantsteps,3789981,3789981.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3789981.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3789981.LOFI.mp3,86.0,87.0,1.1628,1.0,True,True,ok,
giantsteps,5137154,5137154.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\5137154.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\5137154.LOFI.mp3,134.0,75.0,44.0299,59.0,False,False,ok,
giantsteps,4566667,4566667.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4566667.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4566667.LOFI.mp3,129.0,89.5,30.6202,39.5,False,False,ok,
giantsteps,1817444,1817444.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1817444.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1817444.LOFI.mp3,172.0,86.0,50.0,86.0,False,True,ok,
giantsteps,3213176,3213176.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3213176.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3213176.LOFI.mp3,174.0,75.0,56.8966,99.0,False,False,ok,
giantsteps,4609944,4609944.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4609944.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4609944.LOFI.mp3,144.0,95.5,33.6806,48.5,False,False,ok,
giantsteps,3013772,3013772.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3013772.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3013772.LOFI.mp3,83.0,87.0,4.8193,4.0,False,False,ok,
giantsteps,1623443,1623443.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1623443.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1623443.LOFI.mp3,142.0,91.0,35.9155,51.0,False,False,ok,
giantsteps,2741734,2741734.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\2741734.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\2741734.LOFI.mp3,179.0,86.0,51.9553,93.0,False,True,ok,
giantsteps,3297802,3297802.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3297802.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3297802.LOFI.mp3,127.0,107.0,15.748,20.0,False,False,ok,
giantsteps,3678548,3678548.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3678548.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3678548.LOFI.mp3,125.0,88.0,29.6,37.0,False,False,ok,
giantsteps,4214761,4214761.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4214761.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4214761.LOFI.mp3,123.0,97.0,21.1382,26.0,False,False,ok,
giantsteps,4512512,4512512.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4512512.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4512512.LOFI.mp3,127.0,125.0,1.5748,2.0,True,True,ok,
giantsteps,4653852,4653852.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4653852.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4653852.LOFI.mp3,139.0,71.0,48.9209,68.0,False,True,ok,
giantsteps,4937390,4937390.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4937390.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4937390.LOFI.mp3,139.0,84.5,39.2086,54.5,False,False,ok,
giantsteps,3230477,3230477.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3230477.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3230477.LOFI.mp3,101.0,86.0,14.8515,15.0,False,False,ok,
giantsteps,4152109,4152109.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4152109.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4152109.LOFI.mp3,127.0,71.0,44.0945,56.0,False,False,ok,
giantsteps,1874244,1874244.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1874244.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1874244.LOFI.mp3,71.0,75.0,5.6338,4.0,False,False,ok,
giantsteps,4038987,4038987.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4038987.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4038987.LOFI.mp3,140.0,97.0,30.7143,43.0,False,False,ok,
giantsteps,5162042,5162042.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\5162042.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\5162042.LOFI.mp3,170.0,83.0,51.1765,87.0,False,True,ok,
giantsteps,3630279,3630279.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3630279.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3630279.LOFI.mp3,174.0,89.5,48.5632,84.5,False,True,ok,
giantsteps,4301518,4301518.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4301518.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4301518.LOFI.mp3,174.0,94.0,45.977,80.0,False,False,ok,
giantsteps,4313859,4313859.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4313859.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4313859.LOFI.mp3,87.0,84.5,2.8736,2.5,True,True,ok,
giantsteps,536656,536656.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\536656.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\536656.LOFI.mp3,139.0,94.0,32.3741,45.0,False,False,ok,
giantsteps,5268098,5268098.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\5268098.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\5268098.LOFI.mp3,127.0,94.0,25.9843,33.0,False,False,ok,
giantsteps,4624663,4624663.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4624663.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4624663.LOFI.mp3,167.0,81.0,51.497,86.0,False,True,ok,
giantsteps,3485917,3485917.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3485917.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3485917.LOFI.mp3,139.0,73.0,47.482,66.0,False,False,ok,
giantsteps,4017608,4017608.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4017608.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4017608.LOFI.mp3,101.0,100.0,0.9901,1.0,True,True,ok,
giantsteps,3368054,3368054.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3368054.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3368054.LOFI.mp3,117.0,95.5,18.3761,21.5,False,False,ok,
giantsteps,1514866,1514866.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1514866.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1514866.LOFI.mp3,139.0,88.0,36.6906,51.0,False,False,ok,
giantsteps,5237462,5237462.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\5237462.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\5237462.LOFI.mp3,121.0,86.0,28.9256,35.0,False,False,ok,
giantsteps,4810810,4810810.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4810810.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4810810.LOFI.mp3,136.0,75.0,44.8529,61.0,False,False,ok,
giantsteps,278893,278893.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\278893.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\278893.LOFI.mp3,147.0,83.0,43.5374,64.0,False,False,ok,
giantsteps,3313129,3313129.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3313129.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3313129.LOFI.mp3,85.0,88.0,3.5294,3.0,True,True,ok,
giantsteps,3724279,3724279.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3724279.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3724279.LOFI.mp3,139.0,94.0,32.3741,45.0,False,False,ok,
giantsteps,3124242,3124242.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3124242.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3124242.LOFI.mp3,129.0,86.0,33.3333,43.0,False,False,ok,
giantsteps,4409752,4409752.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4409752.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4409752.LOFI.mp3,174.0,88.0,49.4253,86.0,False,True,ok,
giantsteps,4567979,4567979.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4567979.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4567979.LOFI.mp3,147.0,88.0,40.1361,59.0,False,False,ok,
giantsteps,4593850,4593850.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4593850.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4593850.LOFI.mp3,127.0,94.0,25.9843,33.0,False,False,ok,
giantsteps,4151958,4151958.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4151958.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4151958.LOFI.mp3,139.0,94.0,32.3741,45.0,False,False,ok,
giantsteps,3828895,3828895.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3828895.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3828895.LOFI.mp3,147.0,89.5,39.1156,57.5,False,False,ok,
giantsteps,3281282,3281282.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3281282.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3281282.LOFI.mp3,160.0,73.0,54.375,87.0,False,False,ok,
giantsteps,3443201,3443201.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3443201.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3443201.LOFI.mp3,136.0,91.0,33.0882,45.0,False,False,ok,
giantsteps,4300617,4300617.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4300617.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4300617.LOFI.mp3,129.0,80.0,37.9845,49.0,False,False,ok,
giantsteps,1982431,1982431.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1982431.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1982431.LOFI.mp3,127.0,115.0,9.4488,12.0,False,False,ok,
giantsteps,2676506,2676506.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\2676506.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\2676506.LOFI.mp3,127.0,86.0,32.2835,41.0,False,False,ok,
giantsteps,4611640,4611640.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4611640.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4611640.LOFI.mp3,125.0,86.0,31.2,39.0,False,False,ok,
giantsteps,1234745,1234745.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1234745.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1234745.LOFI.mp3,142.0,97.0,31.6901,45.0,False,False,ok,
giantsteps,4407745,4407745.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4407745.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4407745.LOFI.mp3,127.0,76.0,40.1575,51.0,False,False,ok,
giantsteps,3766995,3766995.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3766995.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3766995.LOFI.mp3,95.0,107.0,12.6316,12.0,False,False,ok,
giantsteps,3041383,3041383.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3041383.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3041383.LOFI.mp3,,,,,,,skip_bad_gt,GT BPM 없음
giantsteps,5214943,5214943.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\5214943.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\5214943.LOFI.mp3,74.0,77.0,4.0541,3.0,False,False,ok,
giantsteps,5335389,5335389.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\5335389.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\5335389.LOFI.mp3,71.0,101.5,42.9577,30.5,False,False,ok,
giantsteps,2673896,2673896.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\2673896.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\2673896.LOFI.mp3,129.0,94.0,27.1318,35.0,False,False,ok,
giantsteps,3743957,3743957.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3743957.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3743957.LOFI.mp3,85.0,89.5,5.2941,4.5,False,False,ok,
giantsteps,3649527,3649527.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3649527.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3649527.LOFI.mp3,90.0,91.0,1.1111,1.0,True,True,ok,
giantsteps,4304445,4304445.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4304445.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4304445.LOFI.mp3,179.0,73.0,59.2179,106.0,False,False,ok,
giantsteps,1234668,1234668.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1234668.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1234668.LOFI.mp3,174.0,88.0,49.4253,86.0,False,True,ok,
giantsteps,5078640,5078640.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\5078640.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\5078640.LOFI.mp3,172.0,158.0,8.1395,14.0,False,False,ok,
giantsteps,5081990,5081990.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\5081990.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\5081990.LOFI.mp3,85.0,111.0,30.5882,26.0,False,False,ok,
giantsteps,94350,94350.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\94350.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\94350.LOFI.mp3,150.0,103.0,31.3333,47.0,False,False,ok,
giantsteps,710469,710469.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\710469.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\710469.LOFI.mp3,156.0,81.0,48.0769,75.0,False,True,ok,
giantsteps,4723905,4723905.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4723905.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4723905.LOFI.mp3,142.0,120.0,15.493,22.0,False,False,ok,
giantsteps,4714481,4714481.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4714481.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4714481.LOFI.mp3,112.0,74.0,33.9286,38.0,False,False,ok,
giantsteps,4106593,4106593.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4106593.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4106593.LOFI.mp3,139.0,77.0,44.6043,62.0,False,False,ok,
giantsteps,4020698,4020698.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4020698.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4020698.LOFI.mp3,141.0,87.0,38.2979,54.0,False,False,ok,
giantsteps,122772,122772.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\122772.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\122772.LOFI.mp3,139.0,88.0,36.6906,51.0,False,False,ok,
giantsteps,4372309,4372309.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4372309.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4372309.LOFI.mp3,125.0,83.0,33.6,42.0,False,False,ok,
giantsteps,3754674,3754674.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3754674.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3754674.LOFI.mp3,71.0,67.0,5.6338,4.0,False,False,ok,
giantsteps,4014749,4014749.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4014749.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4014749.LOFI.mp3,121.0,115.0,4.9587,6.0,False,False,ok,
giantsteps,4193623,4193623.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4193623.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4193623.LOFI.mp3,129.0,83.5,35.2713,45.5,False,False,ok,
giantsteps,4386702,4386702.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4386702.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4386702.LOFI.mp3,127.0,77.0,39.3701,50.0,False,False,ok,
giantsteps,4474027,4474027.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4474027.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4474027.LOFI.mp3,174.0,91.0,47.7011,83.0,False,False,ok,
giantsteps,4631727,4631727.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4631727.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4631727.LOFI.mp3,147.0,94.0,36.0544,53.0,False,False,ok,
giantsteps,1765409,1765409.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1765409.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1765409.LOFI.mp3,144.0,76.0,47.2222,68.0,False,False,ok,
giantsteps,3605780,3605780.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3605780.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3605780.LOFI.mp3,139.0,73.0,47.482,66.0,False,False,ok,
giantsteps,4419049,4419049.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4419049.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4419049.LOFI.mp3,139.0,91.0,34.5324,48.0,False,False,ok,
giantsteps,4480118,4480118.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4480118.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4480118.LOFI.mp3,127.0,88.0,30.7087,39.0,False,False,ok,
giantsteps,4279669,4279669.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4279669.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4279669.LOFI.mp3,82.0,130.0,58.5366,48.0,False,False,ok,
giantsteps,4899365,4899365.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4899365.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4899365.LOFI.mp3,174.0,95.5,45.1149,78.5,False,False,ok,
giantsteps,3091814,3091814.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3091814.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3091814.LOFI.mp3,125.0,115.0,8.0,10.0,False,False,ok,
giantsteps,4547732,4547732.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4547732.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4547732.LOFI.mp3,174.0,94.0,45.977,80.0,False,False,ok,
giantsteps,4233696,4233696.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4233696.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4233696.LOFI.mp3,121.0,94.0,22.314,27.0,False,False,ok,
giantsteps,4163586,4163586.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4163586.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4163586.LOFI.mp3,139.0,97.0,30.2158,42.0,False,False,ok,
giantsteps,1918704,1918704.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\1918704.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\1918704.LOFI.mp3,139.0,81.0,41.7266,58.0,False,False,ok,
giantsteps,3621649,3621649.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3621649.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3621649.LOFI.mp3,178.0,86.0,51.6854,92.0,False,True,ok,
giantsteps,3202338,3202338.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3202338.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3202338.LOFI.mp3,80.0,83.0,3.75,3.0,True,True,ok,
giantsteps,3883902,3883902.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3883902.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3883902.LOFI.mp3,127.0,97.0,23.622,30.0,False,False,ok,
giantsteps,4411925,4411925.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4411925.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4411925.LOFI.mp3,174.0,83.0,52.2989,91.0,False,False,ok,
giantsteps,4017892,4017892.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4017892.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4017892.LOFI.mp3,125.0,79.0,36.8,46.0,False,False,ok,
giantsteps,3914630,3914630.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3914630.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3914630.LOFI.mp3,86.0,97.0,12.7907,11.0,False,False,ok,
giantsteps,4426890,4426890.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\4426890.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\4426890.LOFI.mp3,106.0,107.0,0.9434,1.0,True,True,ok,
giantsteps,3907042,3907042.LOFI,dataset\giantsteps-tempo-dataset-master\annotations_v2\tempo\3907042.LOFI.bpm,dataset\giantsteps-tempo-dataset-master\audio\3907042.LOFI.mp3,170.0,86.0,49.4118,84.0,False,True,ok,
